"ng-binding","ng-binding 2","ng-binding href","ng-binding src","ng-scope src","ng-scope","ng-binding 3","ng-binding 4","ng-binding 5","ng-binding 6","ng-scope src 2","ng-binding 7","ng-binding 8","ng-binding 9","ng-binding 10","ng-scope src 3","ng-binding 11","ng-scope src 4","ng-scope src 5","ng-scope src 6","ng-scope src 7"
"34","大花白豬","https://pigfarmmix.net/#/pig/34","https://pigfarmmix.net/png_h/2acdeddec3a49474ddbd2c4296d98db830a907472caa786f7cc429fa9281d53520251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","3","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [圖鑑5 頁2#1]","≤ 125.7 kg","≥ 171.9 kg","3000 pt","","3.19%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","",""
"35","三元豬","https://pigfarmmix.net/#/pig/35","https://pigfarmmix.net/png_h/48f06be8b9fc5183e1791cb07a6370567d1c8549e795f508cef5d8081e1e425f20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","4 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [圖鑑3 頁2#1]","≤ 123.9 kg","≥ 160.6 kg","3000 pt","","","","","",""
"36","炸豬排","https://pigfarmmix.net/#/pig/36","https://pigfarmmix.net/png_h/98d29e22d2b3584b601d9b0799c4dd31b32db55946799fc90c5d3c98b81673a720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","1","0 小時","58 分鐘","4 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [圖鑑1 頁2#1]","≤ 123.9 kg","≥ 145.4 kg","2000 pt","https://pigfarmmix.net/png_h/8634aa677090b5bfca798d786e8ef2e14d04de87c2335c7e4a7052c45d83ddd120251013.png","3.48%","","","",""
"37","戀愛豬","https://pigfarmmix.net/#/pig/37","https://pigfarmmix.net/png_h/f526a6710b17615121af46fa0a4505c5895422812026bf4fbe851dadaaa0179d20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","4 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [圖鑑4 頁1#5]","≤ 123.9 kg","≥ 160.6 kg","1000 pt","","3.48%","","","",""
"38","很man的豬","https://pigfarmmix.net/#/pig/38","https://pigfarmmix.net/png_h/ba38d06dcd4056c55296cce56ee34ccb6f21d3b1e495bcde051f7eea230e383120251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","4","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [圖鑑3 頁2#2]","≤ 130.6 kg","≥ 189.1 kg","1500 pt","","1.15%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"39","珍豬","https://pigfarmmix.net/#/pig/39","https://pigfarmmix.net/png_h/3f8935bf04c3241d88b18883bf89cb6b81d2b5299637d7011d5e1bad0ca6312620251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","4 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [圖鑑1 頁2#2]","≤ 127.9 kg","≥ 182.1 kg","4000 pt","","1.15%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"40","丘比豬","https://pigfarmmix.net/#/pig/40","https://pigfarmmix.net/png_h/5176548e6918bdd02d7bf5dc7a8876c8e62e06008adae60eaeb17cc554a3bd3d20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [圖鑑1 頁2#3]","≤ 123.9 kg","≥ 171.9 kg","2500 pt","","3.19%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","",""
"41","迷你豬","https://pigfarmmix.net/#/pig/41","https://pigfarmmix.net/png_h/08c2bb3d5b569d42a9cea92d04b2cbdb447f5cb09c6e3b51f3cb38498a58eafb20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/6585446bb2af50be3aaaf28d138c7bd5f2737b0e067ed0f28fa97b1f6b396d8020251013.png","肉色 [圖鑑1 頁2#4]","≤ 123.9 kg","≥ 193.2 kg","3000 pt","","2.67%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"42","中二豬","https://pigfarmmix.net/#/pig/42","https://pigfarmmix.net/png_h/d9ceb3d3b32808773a5ac64bb86ce1e511e9b07003ca97a8217310b0e1bc902c20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","1","0 小時","58 分鐘","3 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [圖鑑1 頁2#5]","≤ 124.4 kg","≥ 153.4 kg","500 pt","https://pigfarmmix.net/png_h/0aeaee22846aee8ef0429da1face05360c1fdfd8de57e07bebb2741e67f15e6220251013.png","3.48%","","","",""
"43","佛豬","https://pigfarmmix.net/#/pig/43","https://pigfarmmix.net/png_h/da2105696c278f983758d3f8c4409b7a735ca87869fba7e2180ed7f8bb2d0a2720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","4","120 分鐘","2 小時","24 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [圖鑑5 頁2#2]","≤ 130.6 kg","≥ 161.6 kg","5000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","1.15%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"44","野家混合豬","https://pigfarmmix.net/#/pig/44","https://pigfarmmix.net/png_h/b5fb0f7a130a5081661b67a3a00928827eef541567d4d393499c76726eaf64c120251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","3","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/811992418c93eac5c6722e48989ba638bc739f8c763e8aa6fccb0cdb69e091ae20251013.png","野豬 [圖鑑6 頁1#2]","≤ 129.7 kg","≥ 169.4 kg","4000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","1.15%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"45","麥當豬","https://pigfarmmix.net/#/pig/45","https://pigfarmmix.net/png_h/6e98d6507bd3653c601efe291ff7baf716a937b37431d9f66cc98f2c17f0c7ca20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [圖鑑5 頁2#3]","≤ 123.9 kg","≥ 187.0 kg","3000 pt","","2.67%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"46","古銅豬","https://pigfarmmix.net/#/pig/46","https://pigfarmmix.net/png_h/432cff210aa1c7c9a2b4300212483304acb83dfd87f596b6e7e9e2b04fcf6d2420251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [圖鑑3 頁2#3]","≤ 123.9 kg","≥ 180.7 kg","1500 pt","","2.67%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"47","朋子(假名)","https://pigfarmmix.net/#/pig/47","https://pigfarmmix.net/png_h/66bb115a99845b610dd392dd08efd9040579f66c49941291817c95c0abcf54b720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","2","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [圖鑑4 頁1#6]","≤ 130.1 kg","≥ 181.0 kg","4000 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","1.15%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"48","塞巴斯豬","https://pigfarmmix.net/#/pig/48","https://pigfarmmix.net/png_h/6d717e6dc7c7d09d581543eaa0da8165d78f28c7f5acc6222cc27d6a23f4091a20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [圖鑑2 頁2#5]","≤ 123.9 kg","≥ 180.7 kg","2500 pt","","","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"49","海南豬","https://pigfarmmix.net/#/pig/49","https://pigfarmmix.net/png_h/2d0bc3bfce9efbadb6b98caed709e96d7c2acc03e9246304ddc13b20ad2474b720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","1","0 小時","58 分鐘","4 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [圖鑑2 頁2#6]","≤ 123.9 kg","≥ 145.4 kg","1500 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","","","",""
"50","大黑豬","https://pigfarmmix.net/#/pig/50","https://pigfarmmix.net/png_h/2adc178b5858fab1bff04dee4a2a07971ce7143820e935de8f04f3aac5a09dd320251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","13","0 小時","58 分鐘","40 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [圖鑑2 頁3#1]","≤ 360.0 kg","≥ 401.0 kg","7000 pt","","0.30%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png"
"51","武士豬","https://pigfarmmix.net/#/pig/51","https://pigfarmmix.net/png_h/17ab1a9980ccb2be23b978beba8876bf3f8c394381f68a6000b8734cafc2ba4320251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [圖鑑1 頁2#6]","≤ 123.9 kg","≥ 163.0 kg","1500 pt","","3.48%","","","",""
"52","巴赫豬","https://pigfarmmix.net/#/pig/52","https://pigfarmmix.net/png_h/1b4362f50f78bffd68a93ea7164195ef96c0933b8913903a8366b9eea19878b420251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [圖鑑5 頁2#4]","≤ 123.9 kg","≥ 171.9 kg","2000 pt","","3.19%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","",""
"53","豬豬船長","https://pigfarmmix.net/#/pig/53","https://pigfarmmix.net/png_h/808e3dce9818d21454646b7f153344dde49fa2c3b883f001d1e4960df10acf9e20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","4","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [圖鑑3 頁2#4]","≤ 130.6 kg","≥ 189.1 kg","5000 pt","","","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"54","迷彩豬","https://pigfarmmix.net/#/pig/54","https://pigfarmmix.net/png_h/f6cfdca704ee34a572ea3d38277c47a7baeef727ad28c5b78cd02839202b06b720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [圖鑑3 頁2#5]","≤ 123.9 kg","≥ 174.6 kg","2500 pt","","3.19%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","",""
"55","感謝豬","https://pigfarmmix.net/#/pig/55","https://pigfarmmix.net/png_h/8f12ade140bbd15f1a7f61e7402565edcb71395d69ae416f234ac433e9d7108e20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","1","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [圖鑑3 頁2#6]","≤ 125.6 kg","≥ 179.4 kg","4000 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","2.67%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"56","琴塔豬","https://pigfarmmix.net/#/pig/56","https://pigfarmmix.net/png_h/641dd961c308191298177e25e929114e0604e21fa4dc048af2791b1a2a4d600e20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","8","0 小時","58 分鐘","40 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [圖鑑2 頁6#3]","≤ 138.9 kg","≥ 203.1 kg","8000 pt","https://pigfarmmix.net/png_h/0aeaee22846aee8ef0429da1face05360c1fdfd8de57e07bebb2741e67f15e6220251013.png","0.30%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png"
"57","比格爾豬","https://pigfarmmix.net/#/pig/57","https://pigfarmmix.net/png_h/a9512e4060fc8c0ca9e12317b36e12124105f8fd2416d1c47705bba864227c3b20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","6","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [圖鑑2 頁3#2]","≤ 135.2 kg","≥ 186.1 kg","5000 pt","https://pigfarmmix.net/png_h/0aeaee22846aee8ef0429da1face05360c1fdfd8de57e07bebb2741e67f15e6220251013.png","1.15%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"58","海豬","https://pigfarmmix.net/#/pig/58","https://pigfarmmix.net/png_h/512016f007501b8d9be5a97fd98714929c488060fb543731a6815c1ed9ac21fe20251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [圖鑑1 頁3#1]","≤ 123.9 kg","≥ 180.7 kg","2500 pt","","2.67%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"59","新草本豬","https://pigfarmmix.net/#/pig/59","https://pigfarmmix.net/png_h/535e4c7a959846209dbcaee76d49f3af352addcb76dd3ccf3de940b4b5d2bfb220251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [圖鑑4 頁2#1]","≤ 124.4 kg","≥ 171.4 kg","2000 pt","https://pigfarmmix.net/png_h/ae37f6e04cdc1a9c13b5d505e598173fcce41b6af8074c98d775c0f1c6b04d6c20251013.png","","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"60","受傷豬","https://pigfarmmix.net/#/pig/60","https://pigfarmmix.net/png_h/65a57135ff347c04ff2c9e228fc25d5e42640a3ba0312c8b6542edc96d97c7a620251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","6 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [圖鑑5 頁2#5]","≤ 123.9 kg","≥ 161.8 kg","1000 pt","","3.48%","","","",""
"61","波特貝利達豬","https://pigfarmmix.net/#/pig/61","https://pigfarmmix.net/png_h/29a7e1d7767e6fedc53732ef165adc833043a90a6dc3f50e1c00cb69620f4e2720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","4","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [圖鑑2 頁3#3]","≤ 126.6 kg","≥ 187.0 kg","3000 pt","","2.67%","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","",""
"62","骨頭豬","https://pigfarmmix.net/#/pig/62","https://pigfarmmix.net/png_h/26b095d9a8a0cedf6af59e7483a0127c9723ede7015e07a3ac752979fe19cc6020251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","6 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [圖鑑2 頁3#4]","≤ 123.9 kg","≥ 161.8 kg","1500 pt","","","","","",""
"63","競速豬","https://pigfarmmix.net/#/pig/63","https://pigfarmmix.net/png_h/bc22573b3b9aeef10ba9a8442ae6efce8ce1e7d9d3671bc3eb22f6d1b829dcf420251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","1","0 小時","58 分鐘","6 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [圖鑑1 頁3#2]","≤ 123.9 kg","≥ 170.5 kg","1500 pt","","","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","","",""
